,phenotype,count
203,110010010,44
204,001011111,93
205,101111000,22
206,110000011,43
207,001101011,18
208,111101111,68
209,111011101,223
210,110111110,278
211,110110010,113
212,100011110,255
213,110010001,82
214,100110010,55
215,100000100,38
216,110001000,131
217,001011101,42
218,101010001,59
219,110101001,46
220,011011111,109
221,101010111,156
222,101010000,8
223,110100110,12
224,101111010,164
225,110100100,23
226,010110000,50
227,110100111,71
228,011001001,175
229,100001011,30
230,101101001,127
231,000010010,24
232,000111001,16
233,101000000,67
234,110000000,120
235,000000111,17
236,111100011,57
237,111100101,145
238,101000101,134
239,010100111,15
240,001111001,10
241,101011000,17
242,000001001,109
243,001001000,35
244,001101001,78
245,111010000,51
246,101000110,25
247,110011111,112
248,010110100,64
249,001011011,16
250,111000110,43
251,101011111,209
252,011000101,93
253,010100001,49
254,011010101,50
255,110111001,22
256,000000001,220
257,100001010,25
258,000010101,81
259,111001110,64
260,010100101,41
261,001110110,35
262,110110100,197
263,111011100,72
264,010100011,26
265,110010011,76
266,000100111,17
267,100010111,55
268,010110010,123
269,011101110,11
270,010000111,15
271,001111110,64
272,110011101,30
273,000111101,24
274,000100110,8
275,010101111,10
276,000111010,86
277,100011010,35
278,110001100,61
279,111101110,30
280,000100001,93
281,100101011,28
282,110110001,191
283,001000101,50
284,000011111,137
285,010111000,6
286,001000000,23
287,111010011,89
288,001010101,53
289,010011010,14
290,010001100,13
291,100010100,96
292,101001101,98
293,000010001,55
294,000011011,43
295,000101001,35
296,111001010,38
297,000001000,31
298,100010001,35
299,111010110,238
300,100110000,54
301,001100000,8
302,101011001,78
303,010100100,13
304,010110110,162
305,101001111,38
306,011000010,10
307,101000011,30
308,110001111,29
309,100110110,136
310,001001111,12
311,100100000,23
312,100101110,28
313,011010100,26
314,010000011,17
315,110011000,17
316,101110010,80
317,011111001,11
318,010010111,59
319,110011001,23
320,011111011,58
321,010000101,62
322,010010110,41
323,001110011,54
324,011011001,19
325,101110000,6
326,100101101,28
327,011101011,12
328,000100011,37
329,101101111,35
330,100101000,32
331,101100100,10
332,010001110,9
333,110101101,34
334,110010100,133
335,001010010,9
336,101011100,39
337,011011010,12
338,010000100,12
339,101110001,23
340,011100001,30
341,100011000,13
342,110001010,32
343,100100100,15
344,000101011,26
345,010111001,19
346,010011100,9
347,111011000,26
348,011000111,16
349,110000111,39
350,000101010,10
351,011100111,18
352,101010100,37
353,011100011,19
354,101111100,38
355,011001101,45
356,000101101,28
357,111101010,20
358,001001011,27
359,100010011,30
360,001011001,20
361,100001100,47
362,100101111,23
363,010010100,20
364,000010111,65
365,010101101,20
366,100000011,15
367,100101010,19
368,101110101,34
369,111100000,26
370,101101110,43
371,110100010,12
372,100011011,35
373,000000100,13
374,011110100,15
375,000001110,10
376,110100011,47
377,110011010,39
378,001110101,20
379,101010010,24
380,001001100,5
381,011010001,17
382,111111000,14
383,011001100,20
384,011011000,11
385,010010011,33
386,010011101,24
387,101100111,19
388,011001011,25
389,111100110,13
390,011100101,35
391,100111100,42
392,001101101,19
393,110010000,35
394,111100100,44
395,010010010,24
396,111000010,18
397,011111100,13
398,001111000,5
399,001000011,17
400,010000000,28
401,101001011,62
402,011001000,35
403,100100011,23
404,001011100,17
405,011101100,16
406,010010001,38
407,000010100,19
408,100101100,32
409,011010011,14
410,010101011,15
411,000111100,13
412,011011100,27
413,000010000,26
414,011000011,14
415,100000110,10
416,001111100,5
417,010111010,73
418,100111001,26
419,110101110,14
420,010001011,16
421,010000010,6
422,010000110,8
423,001100111,5
424,110101111,18
425,110001101,51
426,111110100,39
427,001101100,8
428,101110100,15
429,000011100,12
430,001001110,4
431,000001111,11
432,000100100,4
433,100010110,53
434,000011001,23
435,111110000,14
436,010001000,24
437,000001011,26
438,001111101,24
439,001110001,18
440,001101000,18
441,000101110,11
442,100111000,11
443,000000010,5
444,001010110,22
445,000101000,8
446,100011001,23
447,001001101,46
448,010001111,12
449,100010000,10
450,100010010,9
451,011000110,6
452,001001010,3
453,011100010,2
454,010111100,7
455,011101101,26
456,000001100,19
457,011100000,10
458,010111101,13
459,001010100,7
460,001101111,7
461,011010010,26
462,001100010,3
463,000101100,8
464,001000100,4
465,100011100,29
466,010011011,14
467,110011011,24
468,010010000,14
469,110101011,19
470,011001010,14
471,001011010,8
472,011101000,8
473,010101110,3
474,000001010,6
475,101101010,23
476,111100010,9
477,000100000,11
478,011010000,6
479,110111101,26
480,011101111,16
481,100100110,4
482,110111000,19
483,010101100,9
484,001010011,9
485,011110000,6
486,010100010,5
487,100000111,9
488,011001110,10
489,100100010,5
490,010001010,9
491,110000110,17
492,101100110,9
493,011100100,13
494,011111000,3
495,011110001,4
496,001011000,1
497,001101010,9
498,101100010,3
499,101000010,7
500,001010000,4
501,011100110,1
502,100000010,6
503,001100100,1
504,001100110,2
505,010011000,3
506,010101000,4
507,000111000,3
508,001110000,1
509,000000110,2
510,001000010,1
511,001000110,1
