,SIM_ID,ID,NN,n,th,FSM_COMPLEXITY_MAX_NO_IMPROVE,NUM_RANDOMIZATIONS,MAX_MODULARITY_MAX_NO_IMPROVEMENT,REPLICATE,STATUS,DURATION,RANDOM_SEED,DISPATCHER_ID,MSG,c,mean_rel_complexity,rel_complexity_trace,Q,Q_rand,Q_norm,Q_max,num_modules,Q_p_value,Q_z_score,Q_max_trace,I,duration_Q,duration_complexity,FK_SIMULATION,ID,complexity_normalized
359,360,360,40,40,1.0,2000000,0,0,19,DONE,2065,17952041,71534762337dc0633ce6dc6ad77900e2,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.0705128205128205,3.675,,0.38099173553719,,,,15.0,,,,0.0186565423681359,0,2066,360,298,0.091875
360,361,361,60,20,0.5,2000000,0,0,0,DONE,9431,13016651,421251aed293a81e3bd24241bf72d4c4,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.58361581920904,12.0833333333333,,0.0733205009141692,,,,2.0,,,,0.0165450166413087,0,9431,361,416,0.604166666666665
361,362,362,60,20,0.5,2000000,0,0,1,DONE,7548,70108217,c46a278c313bf5e6193499f37e31aa42,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.551977401129944,12.5333333333333,,0.0838717315031811,,,,2.0,,,,0.0168520335586652,0,7548,362,382,0.6266666666666649
362,363,363,60,20,0.5,2000000,0,0,2,DONE,9416,53939561,29ba5eb1ced50cb785d0e7e8b8089c45,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.555367231638418,12.4833333333333,,0.0818590504497101,,,,2.0,,,,0.0168278248249289,0,9416,363,418,0.624166666666665
363,364,364,60,20,0.5,2000000,0,0,3,DONE,6212,29085226,f65002a4088462aa2350d9e1b7f7462d,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.570056497175141,13.2,,0.0702905760936508,,,,3.0,,,,0.0160060311233079,0,6212,364,358,0.6599999999999999
364,365,365,60,20,0.5,2000000,0,0,4,DONE,5086,46969191,2c7d216e85b29c778688fc9ebec5a645,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.596045197740113,11.7833333333333,,0.0873255317715236,,,,2.0,,,,0.0214093862655873,0,5086,365,339,0.589166666666665
365,366,366,60,20,0.5,2000000,0,0,5,DONE,6895,8525601,31bc0b167a86c42ba9cab96f2081445e,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.582485875706215,13.0333333333333,,0.0859598799955972,,,,2.0,,,,0.0186291973461992,0,6895,366,375,0.651666666666665
366,367,367,60,20,0.5,2000000,0,0,6,DONE,5827,42289669,08bfe76d38ebdc88c7441f5e68098dc6,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.53954802259887,12.35,,0.0797132754036348,,,,3.0,,,,0.0159659277138654,0,5827,367,355,0.6174999999999999
367,368,368,60,20,0.5,2000000,0,0,7,DONE,8157,28456867,e6322a2025559022d83cbf0863e485e2,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.544632768361582,11.6833333333333,,0.0900100721406312,,,,3.0,,,,0.0196863389988957,0,8157,368,397,0.584166666666665
368,369,369,60,20,0.5,2000000,0,0,8,DONE,6932,85259584,ccd852a10353ef8b55791d1d10b297a6,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.58361581920904,11.15,,0.0798415127510452,,,,2.0,,,,0.0173188778771653,0,6932,369,379,0.5575
369,370,370,60,20,0.5,2000000,0,0,9,DONE,5355,55955766,688799fae4b1f42b136a9f910593bee6,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.557062146892655,12.7333333333333,,0.0745837259153504,,,,3.0,,,,0.0171072662195829,0,5355,370,349,0.636666666666665
370,371,371,60,20,0.5,2000000,0,0,10,DONE,16222,39122241,7d071334340b9b2209a7611c8d427a78,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.563276836158192,11.85,,0.104596135447466,,,,2.0,,,,0.024100312151178,0,16222,371,496,0.5925
371,372,372,60,20,0.5,2000000,0,0,11,DONE,14245,84798744,24ed0ab7287bd57ac34386aab99057fa,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.58361581920904,11.4833333333333,,0.0847352001566879,,,,3.0,,,,0.0173881167282438,0,14245,372,475,0.574166666666665
372,373,373,60,20,0.5,2000000,0,0,12,DONE,9809,30858155,41902aaacbddc0fd09c6885b4753b5d7,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.564406779661017,12.8666666666667,,0.067432297162027,,,,2.0,,,,0.0142244809641677,0,9809,373,423,0.643333333333335
373,374,374,60,20,0.5,2000000,0,0,13,DONE,8032,14019875,f84f91fef6106d6fd578c4b535b09b72,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.540677966101695,11.0,,0.0875466370547983,,,,3.0,,,,0.018529039164227,0,8032,374,395,0.55
374,375,375,60,20,0.5,2000000,0,0,14,DONE,11252,76875729,499724294bcf35a5192fa29c46bb0d03,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.568926553672316,11.7,,0.0840033371168454,,,,2.0,,,,0.0170932545132634,0,11252,375,439,0.585
375,376,376,60,20,0.5,2000000,0,0,15,DONE,13235,87123271,1fffaa704cea61a39fe7a64037603a65,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.577401129943503,11.8666666666667,,0.0703998337935287,,,,2.0,,,,0.0183333742747155,0,13235,376,464,0.5933333333333349
376,377,377,60,20,0.5,2000000,0,0,16,DONE,8218,934224,a4e91f85e54c7cde66c7a192c1f310b6,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.559322033898305,12.5666666666667,,0.0773303744515866,,,,3.0,,,,0.0149595617595197,0,8218,377,399,0.628333333333335
377,378,378,60,20,0.5,2000000,0,0,17,DONE,4773,24658752,fc2a1c9f60406bfe688329c2e292051c,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.574576271186441,12.6833333333333,,0.0904490911147658,,,,3.0,,,,0.0193195651758369,0,4773,378,340,0.634166666666665
378,379,379,60,20,0.5,2000000,0,0,18,DONE,8771,363431,e1021a89186baf430843313bd3cfd19d,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.568361581920904,11.7166666666667,,0.0834392254820975,,,,2.0,,,,0.0219009752725203,0,8771,379,413,0.585833333333335
379,380,380,60,20,0.5,2000000,0,0,19,DONE,5898,65331304,060cb706162ec4dbc37d64191c80eb68,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.578531073446328,12.4333333333333,,0.0728135108947754,,,,3.0,,,,0.0149913738455337,0,5898,380,363,0.621666666666665
