,N,c,n,replicate,th
508,40.0,0.59875,5.0,8.0,0.3775862068965517
509,40.0,0.634375,5.0,9.0,0.3775862068965517
510,40.0,0.646875,5.0,10.0,0.3775862068965517
511,40.0,0.665625,5.0,11.0,0.3775862068965517
512,40.0,0.593125,5.0,12.0,0.3775862068965517
513,40.0,0.6325,5.0,13.0,0.3775862068965517
514,40.0,0.60625,5.0,14.0,0.3775862068965517
515,40.0,0.631875,5.0,15.0,0.3775862068965517
516,40.0,0.62,5.0,16.0,0.3775862068965517
517,40.0,0.58,5.0,17.0,0.3775862068965517
518,40.0,0.61,5.0,18.0,0.3775862068965517
519,40.0,0.66,5.0,19.0,0.3775862068965517
520,40.0,0.59375,5.0,20.0,0.3775862068965517
521,40.0,0.640625,5.0,21.0,0.3775862068965517
522,40.0,0.6075,5.0,22.0,0.3775862068965517
523,40.0,0.649375,5.0,23.0,0.3775862068965517
524,40.0,0.610625,5.0,24.0,0.3775862068965517
525,40.0,0.643125,5.0,25.0,0.3775862068965517
526,40.0,0.62,5.0,26.0,0.3775862068965517
527,40.0,0.61875,5.0,27.0,0.3775862068965517
528,40.0,0.663125,5.0,28.0,0.3775862068965517
529,40.0,0.595625,5.0,29.0,0.3775862068965517
530,40.0,0.668125,5.0,30.0,0.3775862068965517
531,40.0,0.58,5.0,31.0,0.3775862068965517
532,40.0,0.63125,5.0,32.0,0.3775862068965517
533,40.0,0.634375,5.0,33.0,0.3775862068965517
534,40.0,0.649375,5.0,34.0,0.3775862068965517
535,40.0,0.623125,5.0,35.0,0.3775862068965517
536,40.0,0.620625,5.0,36.0,0.3775862068965517
537,40.0,0.66875,5.0,37.0,0.3775862068965517
538,40.0,0.6325,5.0,38.0,0.3775862068965517
539,40.0,0.649375,5.0,39.0,0.3775862068965517
540,40.0,0.655625,5.0,40.0,0.3775862068965517
541,40.0,0.62875,5.0,41.0,0.3775862068965517
542,40.0,0.60875,5.0,42.0,0.3775862068965517
543,40.0,0.605,5.0,43.0,0.3775862068965517
544,40.0,0.650625,5.0,44.0,0.3775862068965517
545,40.0,0.58,5.0,45.0,0.3775862068965517
546,40.0,0.616875,5.0,46.0,0.3775862068965517
547,40.0,0.60125,5.0,47.0,0.3775862068965517
548,40.0,0.666875,5.0,48.0,0.3775862068965517
549,40.0,0.586875,5.0,49.0,0.3775862068965517
550,40.0,0.5625,5.0,0.0,0.41034482758620683
551,40.0,0.655,5.0,1.0,0.41034482758620683
552,40.0,0.625,5.0,2.0,0.41034482758620683
553,40.0,0.59875,5.0,3.0,0.41034482758620683
554,40.0,0.609375,5.0,4.0,0.41034482758620683
555,40.0,0.595,5.0,5.0,0.41034482758620683
556,40.0,0.6225,5.0,6.0,0.41034482758620683
557,40.0,0.6075,5.0,7.0,0.41034482758620683
558,40.0,0.613125,5.0,8.0,0.41034482758620683
559,40.0,0.616875,5.0,9.0,0.41034482758620683
560,40.0,0.55375,5.0,10.0,0.41034482758620683
561,40.0,0.604375,5.0,11.0,0.41034482758620683
562,40.0,0.581875,5.0,12.0,0.41034482758620683
563,40.0,0.61375,5.0,13.0,0.41034482758620683
564,40.0,0.621875,5.0,14.0,0.41034482758620683
565,40.0,0.610625,5.0,15.0,0.41034482758620683
566,40.0,0.6375,5.0,16.0,0.41034482758620683
567,40.0,0.58,5.0,17.0,0.41034482758620683
568,40.0,0.5775,5.0,18.0,0.41034482758620683
569,40.0,0.60375,5.0,19.0,0.41034482758620683
570,40.0,0.63125,5.0,20.0,0.41034482758620683
571,40.0,0.60625,5.0,21.0,0.41034482758620683
572,40.0,0.535,5.0,22.0,0.41034482758620683
573,40.0,0.630625,5.0,23.0,0.41034482758620683
574,40.0,0.59875,5.0,24.0,0.41034482758620683
575,40.0,0.626875,5.0,25.0,0.41034482758620683
576,40.0,0.60625,5.0,26.0,0.41034482758620683
577,40.0,0.584375,5.0,27.0,0.41034482758620683
578,40.0,0.62,5.0,28.0,0.41034482758620683
579,40.0,0.6175,5.0,29.0,0.41034482758620683
580,40.0,0.611875,5.0,30.0,0.41034482758620683
581,40.0,0.63,5.0,31.0,0.41034482758620683
582,40.0,0.66875,5.0,32.0,0.41034482758620683
583,40.0,0.6275,5.0,33.0,0.41034482758620683
584,40.0,0.6275,5.0,34.0,0.41034482758620683
585,40.0,0.60125,5.0,35.0,0.41034482758620683
586,40.0,0.608125,5.0,36.0,0.41034482758620683
587,40.0,0.565625,5.0,37.0,0.41034482758620683
588,40.0,0.613125,5.0,38.0,0.41034482758620683
589,40.0,0.5775,5.0,39.0,0.41034482758620683
590,40.0,0.59375,5.0,40.0,0.41034482758620683
591,40.0,0.565625,5.0,41.0,0.41034482758620683
592,40.0,0.57375,5.0,42.0,0.41034482758620683
593,40.0,0.568125,5.0,43.0,0.41034482758620683
594,40.0,0.6475,5.0,44.0,0.41034482758620683
595,40.0,0.62,5.0,45.0,0.41034482758620683
596,40.0,0.593125,5.0,46.0,0.41034482758620683
597,40.0,0.584375,5.0,47.0,0.41034482758620683
598,40.0,0.625625,5.0,48.0,0.41034482758620683
599,40.0,0.584375,5.0,49.0,0.41034482758620683
600,40.0,0.621875,5.0,0.0,0.443103448275862
601,40.0,0.581875,5.0,1.0,0.443103448275862
602,40.0,0.6,5.0,2.0,0.443103448275862
603,40.0,0.59,5.0,3.0,0.443103448275862
604,40.0,0.568125,5.0,4.0,0.443103448275862
605,40.0,0.601875,5.0,5.0,0.443103448275862
606,40.0,0.585625,5.0,6.0,0.443103448275862
607,40.0,0.6425,5.0,7.0,0.443103448275862
608,40.0,0.6025,5.0,8.0,0.443103448275862
609,40.0,0.65,5.0,9.0,0.443103448275862
610,40.0,0.591875,5.0,10.0,0.443103448275862
611,40.0,0.600625,5.0,11.0,0.443103448275862
612,40.0,0.614375,5.0,12.0,0.443103448275862
613,40.0,0.653125,5.0,13.0,0.443103448275862
614,40.0,0.61625,5.0,14.0,0.443103448275862
615,40.0,0.5575,5.0,15.0,0.443103448275862
616,40.0,0.58125,5.0,16.0,0.443103448275862
617,40.0,0.665,5.0,17.0,0.443103448275862
618,40.0,0.56,5.0,18.0,0.443103448275862
619,40.0,0.60125,5.0,19.0,0.443103448275862
620,40.0,0.586875,5.0,20.0,0.443103448275862
621,40.0,0.591875,5.0,21.0,0.443103448275862
622,40.0,0.595,5.0,22.0,0.443103448275862
623,40.0,0.571875,5.0,23.0,0.443103448275862
624,40.0,0.62,5.0,24.0,0.443103448275862
625,40.0,0.576875,5.0,25.0,0.443103448275862
626,40.0,0.558125,5.0,26.0,0.443103448275862
627,40.0,0.583125,5.0,27.0,0.443103448275862
628,40.0,0.63,5.0,28.0,0.443103448275862
629,40.0,0.595625,5.0,29.0,0.443103448275862
630,40.0,0.57375,5.0,30.0,0.443103448275862
631,40.0,0.609375,5.0,31.0,0.443103448275862
632,40.0,0.605,5.0,32.0,0.443103448275862
633,40.0,0.60125,5.0,33.0,0.443103448275862
634,40.0,0.64125,5.0,34.0,0.443103448275862
635,40.0,0.605625,5.0,35.0,0.443103448275862
636,40.0,0.628125,5.0,36.0,0.443103448275862
637,40.0,0.645625,5.0,37.0,0.443103448275862
638,40.0,0.58625,5.0,38.0,0.443103448275862
639,40.0,0.59875,5.0,39.0,0.443103448275862
640,40.0,0.56875,5.0,40.0,0.443103448275862
641,40.0,0.6425,5.0,41.0,0.443103448275862
642,40.0,0.5875,5.0,42.0,0.443103448275862
643,40.0,0.560625,5.0,43.0,0.443103448275862
644,40.0,0.5825,5.0,44.0,0.443103448275862
645,40.0,0.578125,5.0,45.0,0.443103448275862
646,40.0,0.560625,5.0,46.0,0.443103448275862
647,40.0,0.655625,5.0,47.0,0.443103448275862
648,40.0,0.605,5.0,48.0,0.443103448275862
649,40.0,0.5725,5.0,49.0,0.443103448275862
650,40.0,0.588125,5.0,0.0,0.4758620689655172
651,40.0,0.59,5.0,1.0,0.4758620689655172
652,40.0,0.51875,5.0,2.0,0.4758620689655172
653,40.0,0.63875,5.0,3.0,0.4758620689655172
654,40.0,0.578125,5.0,4.0,0.4758620689655172
655,40.0,0.584375,5.0,5.0,0.4758620689655172
656,40.0,0.573125,5.0,6.0,0.4758620689655172
657,40.0,0.628125,5.0,7.0,0.4758620689655172
658,40.0,0.559375,5.0,8.0,0.4758620689655172
659,40.0,0.611875,5.0,9.0,0.4758620689655172
660,40.0,0.598125,5.0,10.0,0.4758620689655172
661,40.0,0.61625,5.0,11.0,0.4758620689655172
662,40.0,0.59375,5.0,12.0,0.4758620689655172
663,40.0,0.634375,5.0,13.0,0.4758620689655172
664,40.0,0.59,5.0,14.0,0.4758620689655172
665,40.0,0.63125,5.0,15.0,0.4758620689655172
666,40.0,0.5875,5.0,16.0,0.4758620689655172
667,40.0,0.56625,5.0,17.0,0.4758620689655172
668,40.0,0.63375,5.0,18.0,0.4758620689655172
669,40.0,0.615,5.0,19.0,0.4758620689655172
670,40.0,0.559375,5.0,20.0,0.4758620689655172
671,40.0,0.575,5.0,21.0,0.4758620689655172
672,40.0,0.584375,5.0,22.0,0.4758620689655172
673,40.0,0.575,5.0,23.0,0.4758620689655172
674,40.0,0.564375,5.0,24.0,0.4758620689655172
675,40.0,0.60375,5.0,25.0,0.4758620689655172
676,40.0,0.659375,5.0,26.0,0.4758620689655172
677,40.0,0.61625,5.0,27.0,0.4758620689655172
678,40.0,0.571875,5.0,28.0,0.4758620689655172
679,40.0,0.610625,5.0,29.0,0.4758620689655172
680,40.0,0.63125,5.0,30.0,0.4758620689655172
681,40.0,0.60375,5.0,31.0,0.4758620689655172
682,40.0,0.576875,5.0,32.0,0.4758620689655172
683,40.0,0.616875,5.0,33.0,0.4758620689655172
684,40.0,0.59125,5.0,34.0,0.4758620689655172
685,40.0,0.620625,5.0,35.0,0.4758620689655172
686,40.0,0.596875,5.0,36.0,0.4758620689655172
687,40.0,0.583125,5.0,37.0,0.4758620689655172
688,40.0,0.5925,5.0,38.0,0.4758620689655172
689,40.0,0.5975,5.0,39.0,0.4758620689655172
690,40.0,0.543125,5.0,40.0,0.4758620689655172
691,40.0,0.63375,5.0,41.0,0.4758620689655172
692,40.0,0.58125,5.0,42.0,0.4758620689655172
693,40.0,0.655,5.0,43.0,0.4758620689655172
694,40.0,0.608125,5.0,44.0,0.4758620689655172
695,40.0,0.529375,5.0,45.0,0.4758620689655172
696,40.0,0.626875,5.0,46.0,0.4758620689655172
697,40.0,0.569375,5.0,47.0,0.4758620689655172
698,40.0,0.624375,5.0,48.0,0.4758620689655172
699,40.0,0.6125,5.0,49.0,0.4758620689655172
700,40.0,0.461875,5.0,0.0,0.5086206896551724
701,40.0,0.3975,5.0,1.0,0.5086206896551724
702,40.0,0.4625,5.0,2.0,0.5086206896551724
703,40.0,0.370625,5.0,3.0,0.5086206896551724
704,40.0,0.44,5.0,4.0,0.5086206896551724
705,40.0,0.415625,5.0,5.0,0.5086206896551724
706,40.0,0.380625,5.0,6.0,0.5086206896551724
707,40.0,0.35125,5.0,7.0,0.5086206896551724
708,40.0,0.47125,5.0,8.0,0.5086206896551724
709,40.0,0.394375,5.0,9.0,0.5086206896551724
710,40.0,0.4225,5.0,10.0,0.5086206896551724
711,40.0,0.375625,5.0,11.0,0.5086206896551724
712,40.0,0.435625,5.0,12.0,0.5086206896551724
713,40.0,0.425625,5.0,13.0,0.5086206896551724
714,40.0,0.355625,5.0,14.0,0.5086206896551724
715,40.0,0.34625,5.0,15.0,0.5086206896551724
716,40.0,0.41,5.0,16.0,0.5086206896551724
717,40.0,0.42375,5.0,17.0,0.5086206896551724
718,40.0,0.395,5.0,18.0,0.5086206896551724
719,40.0,0.33875,5.0,19.0,0.5086206896551724
720,40.0,0.373125,5.0,20.0,0.5086206896551724
721,40.0,0.375,5.0,21.0,0.5086206896551724
722,40.0,0.338125,5.0,22.0,0.5086206896551724
723,40.0,0.365625,5.0,23.0,0.5086206896551724
724,40.0,0.42125,5.0,24.0,0.5086206896551724
725,40.0,0.381875,5.0,25.0,0.5086206896551724
726,40.0,0.361875,5.0,26.0,0.5086206896551724
727,40.0,0.366875,5.0,27.0,0.5086206896551724
728,40.0,0.449375,5.0,28.0,0.5086206896551724
729,40.0,0.411875,5.0,29.0,0.5086206896551724
730,40.0,0.410625,5.0,30.0,0.5086206896551724
731,40.0,0.38125,5.0,31.0,0.5086206896551724
732,40.0,0.36375,5.0,32.0,0.5086206896551724
733,40.0,0.4125,5.0,33.0,0.5086206896551724
734,40.0,0.363125,5.0,34.0,0.5086206896551724
735,40.0,0.42625,5.0,35.0,0.5086206896551724
736,40.0,0.374375,5.0,36.0,0.5086206896551724
737,40.0,0.36875,5.0,37.0,0.5086206896551724
738,40.0,0.380625,5.0,38.0,0.5086206896551724
739,40.0,0.378125,5.0,39.0,0.5086206896551724
740,40.0,0.379375,5.0,40.0,0.5086206896551724
741,40.0,0.37125,5.0,41.0,0.5086206896551724
742,40.0,0.3925,5.0,42.0,0.5086206896551724
743,40.0,0.425,5.0,43.0,0.5086206896551724
744,40.0,0.376875,5.0,44.0,0.5086206896551724
745,40.0,0.408125,5.0,45.0,0.5086206896551724
746,40.0,0.42875,5.0,46.0,0.5086206896551724
747,40.0,0.415,5.0,47.0,0.5086206896551724
748,40.0,0.41875,5.0,48.0,0.5086206896551724
749,40.0,0.4175,5.0,49.0,0.5086206896551724
750,40.0,0.404375,5.0,0.0,0.5413793103448276
751,40.0,0.40875,5.0,1.0,0.5413793103448276
752,40.0,0.41375,5.0,2.0,0.5413793103448276
753,40.0,0.44625,5.0,3.0,0.5413793103448276
754,40.0,0.384375,5.0,4.0,0.5413793103448276
755,40.0,0.409375,5.0,5.0,0.5413793103448276
756,40.0,0.424375,5.0,6.0,0.5413793103448276
757,40.0,0.385,5.0,7.0,0.5413793103448276
758,40.0,0.44125,5.0,8.0,0.5413793103448276
759,40.0,0.378125,5.0,9.0,0.5413793103448276
760,40.0,0.46125,5.0,10.0,0.5413793103448276
761,40.0,0.425625,5.0,11.0,0.5413793103448276
762,40.0,0.403125,5.0,12.0,0.5413793103448276
763,40.0,0.419375,5.0,13.0,0.5413793103448276
764,40.0,0.46125,5.0,14.0,0.5413793103448276
765,40.0,0.459375,5.0,15.0,0.5413793103448276
766,40.0,0.438125,5.0,16.0,0.5413793103448276
767,40.0,0.395,5.0,17.0,0.5413793103448276
768,40.0,0.415625,5.0,18.0,0.5413793103448276
769,40.0,0.403125,5.0,19.0,0.5413793103448276
770,40.0,0.39375,5.0,20.0,0.5413793103448276
771,40.0,0.405,5.0,21.0,0.5413793103448276
772,40.0,0.416875,5.0,22.0,0.5413793103448276
773,40.0,0.368125,5.0,23.0,0.5413793103448276
774,40.0,0.45125,5.0,24.0,0.5413793103448276
775,40.0,0.43625,5.0,25.0,0.5413793103448276
776,40.0,0.375625,5.0,26.0,0.5413793103448276
777,40.0,0.43375,5.0,27.0,0.5413793103448276
778,40.0,0.36875,5.0,28.0,0.5413793103448276
779,40.0,0.3875,5.0,29.0,0.5413793103448276
780,40.0,0.41,5.0,30.0,0.5413793103448276
781,40.0,0.4075,5.0,31.0,0.5413793103448276
782,40.0,0.39875,5.0,32.0,0.5413793103448276
783,40.0,0.415,5.0,33.0,0.5413793103448276
784,40.0,0.41875,5.0,34.0,0.5413793103448276
785,40.0,0.373125,5.0,35.0,0.5413793103448276
786,40.0,0.4625,5.0,36.0,0.5413793103448276
787,40.0,0.38375,5.0,37.0,0.5413793103448276
788,40.0,0.403125,5.0,38.0,0.5413793103448276
789,40.0,0.41625,5.0,39.0,0.5413793103448276
790,40.0,0.440625,5.0,40.0,0.5413793103448276
791,40.0,0.41375,5.0,41.0,0.5413793103448276
792,40.0,0.374375,5.0,42.0,0.5413793103448276
793,40.0,0.415,5.0,43.0,0.5413793103448276
794,40.0,0.400625,5.0,44.0,0.5413793103448276
795,40.0,0.38625,5.0,45.0,0.5413793103448276
796,40.0,0.40625,5.0,46.0,0.5413793103448276
797,40.0,0.375,5.0,47.0,0.5413793103448276
798,40.0,0.36,5.0,48.0,0.5413793103448276
799,40.0,0.41875,5.0,49.0,0.5413793103448276
800,40.0,0.4025,5.0,0.0,0.5741379310344827
801,40.0,0.42125,5.0,1.0,0.5741379310344827
802,40.0,0.403125,5.0,2.0,0.5741379310344827
803,40.0,0.413125,5.0,3.0,0.5741379310344827
804,40.0,0.405625,5.0,4.0,0.5741379310344827
805,40.0,0.3675,5.0,5.0,0.5741379310344827
806,40.0,0.388125,5.0,6.0,0.5741379310344827
807,40.0,0.383125,5.0,7.0,0.5741379310344827
808,40.0,0.369375,5.0,8.0,0.5741379310344827
809,40.0,0.408125,5.0,9.0,0.5741379310344827
810,40.0,0.385,5.0,10.0,0.5741379310344827
811,40.0,0.3525,5.0,11.0,0.5741379310344827
812,40.0,0.36875,5.0,12.0,0.5741379310344827
813,40.0,0.42125,5.0,13.0,0.5741379310344827
814,40.0,0.440625,5.0,14.0,0.5741379310344827
815,40.0,0.400625,5.0,15.0,0.5741379310344827
816,40.0,0.3975,5.0,16.0,0.5741379310344827
817,40.0,0.3975,5.0,17.0,0.5741379310344827
818,40.0,0.379375,5.0,18.0,0.5741379310344827
819,40.0,0.391875,5.0,19.0,0.5741379310344827
820,40.0,0.404375,5.0,20.0,0.5741379310344827
821,40.0,0.4275,5.0,21.0,0.5741379310344827
822,40.0,0.395,5.0,22.0,0.5741379310344827
823,40.0,0.373125,5.0,23.0,0.5741379310344827
824,40.0,0.351875,5.0,24.0,0.5741379310344827
825,40.0,0.419375,5.0,25.0,0.5741379310344827
826,40.0,0.438125,5.0,26.0,0.5741379310344827
827,40.0,0.3975,5.0,27.0,0.5741379310344827
828,40.0,0.37125,5.0,28.0,0.5741379310344827
829,40.0,0.395,5.0,29.0,0.5741379310344827
830,40.0,0.414375,5.0,30.0,0.5741379310344827
831,40.0,0.408125,5.0,31.0,0.5741379310344827
832,40.0,0.393125,5.0,32.0,0.5741379310344827
833,40.0,0.458125,5.0,33.0,0.5741379310344827
834,40.0,0.395625,5.0,34.0,0.5741379310344827
835,40.0,0.43625,5.0,35.0,0.5741379310344827
836,40.0,0.42125,5.0,36.0,0.5741379310344827
837,40.0,0.42125,5.0,37.0,0.5741379310344827
838,40.0,0.405,5.0,38.0,0.5741379310344827
839,40.0,0.37875,5.0,39.0,0.5741379310344827
840,40.0,0.365,5.0,40.0,0.5741379310344827
841,40.0,0.369375,5.0,41.0,0.5741379310344827
842,40.0,0.358125,5.0,42.0,0.5741379310344827
843,40.0,0.385625,5.0,43.0,0.5741379310344827
844,40.0,0.38875,5.0,44.0,0.5741379310344827
845,40.0,0.37375,5.0,45.0,0.5741379310344827
846,40.0,0.384375,5.0,46.0,0.5741379310344827
847,40.0,0.360625,5.0,47.0,0.5741379310344827
848,40.0,0.355,5.0,48.0,0.5741379310344827
849,40.0,0.388125,5.0,49.0,0.5741379310344827
850,40.0,0.405625,5.0,0.0,0.6068965517241379
851,40.0,0.38125,5.0,1.0,0.6068965517241379
852,40.0,0.408125,5.0,2.0,0.6068965517241379
853,40.0,0.361875,5.0,3.0,0.6068965517241379
854,40.0,0.400625,5.0,4.0,0.6068965517241379
855,40.0,0.41625,5.0,5.0,0.6068965517241379
856,40.0,0.395625,5.0,6.0,0.6068965517241379
857,40.0,0.324375,5.0,7.0,0.6068965517241379
858,40.0,0.343125,5.0,8.0,0.6068965517241379
859,40.0,0.381875,5.0,9.0,0.6068965517241379
860,40.0,0.3375,5.0,10.0,0.6068965517241379
861,40.0,0.38375,5.0,11.0,0.6068965517241379
862,40.0,0.40375,5.0,12.0,0.6068965517241379
863,40.0,0.43,5.0,13.0,0.6068965517241379
864,40.0,0.359375,5.0,14.0,0.6068965517241379
865,40.0,0.368125,5.0,15.0,0.6068965517241379
866,40.0,0.3625,5.0,16.0,0.6068965517241379
867,40.0,0.41,5.0,17.0,0.6068965517241379
868,40.0,0.338125,5.0,18.0,0.6068965517241379
869,40.0,0.415,5.0,19.0,0.6068965517241379
870,40.0,0.371875,5.0,20.0,0.6068965517241379
871,40.0,0.405625,5.0,21.0,0.6068965517241379
872,40.0,0.388125,5.0,22.0,0.6068965517241379
873,40.0,0.35,5.0,23.0,0.6068965517241379
874,40.0,0.433125,5.0,24.0,0.6068965517241379
875,40.0,0.3725,5.0,25.0,0.6068965517241379
876,40.0,0.3925,5.0,26.0,0.6068965517241379
877,40.0,0.399375,5.0,27.0,0.6068965517241379
878,40.0,0.338125,5.0,28.0,0.6068965517241379
879,40.0,0.33125,5.0,29.0,0.6068965517241379
880,40.0,0.364375,5.0,30.0,0.6068965517241379
881,40.0,0.3475,5.0,31.0,0.6068965517241379
882,40.0,0.381875,5.0,32.0,0.6068965517241379
883,40.0,0.360625,5.0,33.0,0.6068965517241379
884,40.0,0.38,5.0,34.0,0.6068965517241379
885,40.0,0.3575,5.0,35.0,0.6068965517241379
886,40.0,0.41375,5.0,36.0,0.6068965517241379
887,40.0,0.38375,5.0,37.0,0.6068965517241379
888,40.0,0.349375,5.0,38.0,0.6068965517241379
889,40.0,0.394375,5.0,39.0,0.6068965517241379
890,40.0,0.3575,5.0,40.0,0.6068965517241379
891,40.0,0.411875,5.0,41.0,0.6068965517241379
892,40.0,0.3875,5.0,42.0,0.6068965517241379
893,40.0,0.418125,5.0,43.0,0.6068965517241379
894,40.0,0.355625,5.0,44.0,0.6068965517241379
895,40.0,0.375625,5.0,45.0,0.6068965517241379
896,40.0,0.3525,5.0,46.0,0.6068965517241379
897,40.0,0.435625,5.0,47.0,0.6068965517241379
898,40.0,0.394375,5.0,48.0,0.6068965517241379
899,40.0,0.38375,5.0,49.0,0.6068965517241379
900,40.0,0.37,5.0,0.0,0.6396551724137931
901,40.0,0.371875,5.0,1.0,0.6396551724137931
902,40.0,0.405,5.0,2.0,0.6396551724137931
903,40.0,0.374375,5.0,3.0,0.6396551724137931
904,40.0,0.410625,5.0,4.0,0.6396551724137931
905,40.0,0.3225,5.0,5.0,0.6396551724137931
906,40.0,0.366875,5.0,6.0,0.6396551724137931
907,40.0,0.391875,5.0,7.0,0.6396551724137931
908,40.0,0.395,5.0,8.0,0.6396551724137931
909,40.0,0.349375,5.0,9.0,0.6396551724137931
910,40.0,0.39,5.0,10.0,0.6396551724137931
911,40.0,0.3725,5.0,11.0,0.6396551724137931
912,40.0,0.389375,5.0,12.0,0.6396551724137931
913,40.0,0.378125,5.0,13.0,0.6396551724137931
914,40.0,0.356875,5.0,14.0,0.6396551724137931
915,40.0,0.37875,5.0,15.0,0.6396551724137931
916,40.0,0.369375,5.0,16.0,0.6396551724137931
917,40.0,0.348125,5.0,17.0,0.6396551724137931
918,40.0,0.346875,5.0,18.0,0.6396551724137931
919,40.0,0.35875,5.0,19.0,0.6396551724137931
920,40.0,0.359375,5.0,20.0,0.6396551724137931
921,40.0,0.415,5.0,21.0,0.6396551724137931
922,40.0,0.34875,5.0,22.0,0.6396551724137931
923,40.0,0.3725,5.0,23.0,0.6396551724137931
924,40.0,0.380625,5.0,24.0,0.6396551724137931
925,40.0,0.360625,5.0,25.0,0.6396551724137931
926,40.0,0.41875,5.0,26.0,0.6396551724137931
927,40.0,0.3175,5.0,27.0,0.6396551724137931
928,40.0,0.306875,5.0,28.0,0.6396551724137931
929,40.0,0.36125,5.0,29.0,0.6396551724137931
930,40.0,0.38625,5.0,30.0,0.6396551724137931
931,40.0,0.309375,5.0,31.0,0.6396551724137931
932,40.0,0.3625,5.0,32.0,0.6396551724137931
933,40.0,0.4375,5.0,33.0,0.6396551724137931
934,40.0,0.353125,5.0,34.0,0.6396551724137931
935,40.0,0.389375,5.0,35.0,0.6396551724137931
936,40.0,0.419375,5.0,36.0,0.6396551724137931
937,40.0,0.3275,5.0,37.0,0.6396551724137931
938,40.0,0.3175,5.0,38.0,0.6396551724137931
939,40.0,0.360625,5.0,39.0,0.6396551724137931
940,40.0,0.35625,5.0,40.0,0.6396551724137931
941,40.0,0.36875,5.0,41.0,0.6396551724137931
942,40.0,0.3725,5.0,42.0,0.6396551724137931
943,40.0,0.365625,5.0,43.0,0.6396551724137931
944,40.0,0.396875,5.0,44.0,0.6396551724137931
945,40.0,0.34,5.0,45.0,0.6396551724137931
946,40.0,0.398125,5.0,46.0,0.6396551724137931
947,40.0,0.375,5.0,47.0,0.6396551724137931
948,40.0,0.3525,5.0,48.0,0.6396551724137931
949,40.0,0.433125,5.0,49.0,0.6396551724137931
950,40.0,0.215625,5.0,0.0,0.6724137931034483
951,40.0,0.28625,5.0,1.0,0.6724137931034483
952,40.0,0.309375,5.0,2.0,0.6724137931034483
953,40.0,0.31125,5.0,3.0,0.6724137931034483
954,40.0,0.275,5.0,4.0,0.6724137931034483
955,40.0,0.270625,5.0,5.0,0.6724137931034483
956,40.0,0.32125,5.0,6.0,0.6724137931034483
957,40.0,0.284375,5.0,7.0,0.6724137931034483
958,40.0,0.265625,5.0,8.0,0.6724137931034483
959,40.0,0.29125,5.0,9.0,0.6724137931034483
960,40.0,0.331875,5.0,10.0,0.6724137931034483
961,40.0,0.2675,5.0,11.0,0.6724137931034483
962,40.0,0.285625,5.0,12.0,0.6724137931034483
963,40.0,0.285625,5.0,13.0,0.6724137931034483
964,40.0,0.331875,5.0,14.0,0.6724137931034483
965,40.0,0.288125,5.0,15.0,0.6724137931034483
966,40.0,0.273125,5.0,16.0,0.6724137931034483
967,40.0,0.363125,5.0,17.0,0.6724137931034483
968,40.0,0.255,5.0,18.0,0.6724137931034483
969,40.0,0.330625,5.0,19.0,0.6724137931034483
970,40.0,0.285,5.0,20.0,0.6724137931034483
971,40.0,0.285,5.0,21.0,0.6724137931034483
972,40.0,0.29875,5.0,22.0,0.6724137931034483
973,40.0,0.3375,5.0,23.0,0.6724137931034483
974,40.0,0.3375,5.0,24.0,0.6724137931034483
975,40.0,0.279375,5.0,25.0,0.6724137931034483
976,40.0,0.25375,5.0,26.0,0.6724137931034483
977,40.0,0.358125,5.0,27.0,0.6724137931034483
978,40.0,0.30125,5.0,28.0,0.6724137931034483
979,40.0,0.31875,5.0,29.0,0.6724137931034483
980,40.0,0.308125,5.0,30.0,0.6724137931034483
981,40.0,0.32125,5.0,31.0,0.6724137931034483
982,40.0,0.32125,5.0,32.0,0.6724137931034483
983,40.0,0.255,5.0,33.0,0.6724137931034483
984,40.0,0.26875,5.0,34.0,0.6724137931034483
985,40.0,0.29375,5.0,35.0,0.6724137931034483
986,40.0,0.31375,5.0,36.0,0.6724137931034483
987,40.0,0.289375,5.0,37.0,0.6724137931034483
988,40.0,0.30375,5.0,38.0,0.6724137931034483
989,40.0,0.250625,5.0,39.0,0.6724137931034483
990,40.0,0.259375,5.0,40.0,0.6724137931034483
991,40.0,0.305,5.0,41.0,0.6724137931034483
992,40.0,0.2825,5.0,42.0,0.6724137931034483
993,40.0,0.289375,5.0,43.0,0.6724137931034483
994,40.0,0.291875,5.0,44.0,0.6724137931034483
995,40.0,0.31,5.0,45.0,0.6724137931034483
996,40.0,0.32625,5.0,46.0,0.6724137931034483
997,40.0,0.29875,5.0,47.0,0.6724137931034483
998,40.0,0.301875,5.0,48.0,0.6724137931034483
999,40.0,0.299375,5.0,49.0,0.6724137931034483
1000,40.0,0.31375,5.0,0.0,0.7051724137931035
1001,40.0,0.269375,5.0,1.0,0.7051724137931035
1002,40.0,0.355625,5.0,2.0,0.7051724137931035
1003,40.0,0.268125,5.0,3.0,0.7051724137931035
1004,40.0,0.22875,5.0,4.0,0.7051724137931035
1005,40.0,0.305,5.0,5.0,0.7051724137931035
1006,40.0,0.29375,5.0,6.0,0.7051724137931035
1007,40.0,0.2925,5.0,7.0,0.7051724137931035
1008,40.0,0.3125,5.0,8.0,0.7051724137931035
1009,40.0,0.293125,5.0,9.0,0.7051724137931035
1010,40.0,0.3075,5.0,10.0,0.7051724137931035
