,SIM_ID,ID,NN,n,th,FSM_COMPLEXITY_MAX_NO_IMPROVE,NUM_RANDOMIZATIONS,MAX_MODULARITY_MAX_NO_IMPROVEMENT,REPLICATE,STATUS,DURATION,RANDOM_SEED,DISPATCHER_ID,MSG,c,mean_rel_complexity,rel_complexity_trace,Q,Q_rand,Q_norm,Q_max,num_modules,Q_p_value,Q_z_score,Q_max_trace,I,duration_Q,duration_complexity,FK_SIMULATION,ID,complexity_normalized
1453,1454,1454,120,40,0.5,2000000,0,0,13,DONE,53733,38572058,8d2c056d512a62991a2587ef0040197d,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.580952380952381,28.1333333333333,,0.0484832415663832,,,,2.0,,,,0.00691828483711723,0,53732,1454,1463,0.7033333333333325
1454,1455,1455,120,40,0.5,2000000,0,0,14,DONE,91258,20844672,d3b75433af3343fff359833493c8cc44,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.576050420168067,28.3916666666667,,0.0593741038847312,,,,2.0,,,,0.0071253687210758,0,91257,1455,1537,0.7097916666666675
1455,1456,1456,120,40,0.5,2000000,0,0,15,DONE,70654,35657521,f1486dfbd4e339c05d0fbd7d33836619,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.562605042016807,29.2166666666667,,0.0626656785832232,,,,4.0,,,,0.00712793486417801,0,70653,1456,1492,0.7304166666666675
1456,1457,1457,120,40,0.5,2000000,0,0,16,DONE,50930,28809566,71609dc65872fd214f543733f5c72fb1,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.557282913165266,28.7833333333333,,0.0655369251020737,,,,2.0,,,,0.0077528183924309,0,50928,1457,1456,0.7195833333333325
1457,1458,1458,120,40,0.5,2000000,0,0,17,DONE,18966,33381195,cc38da414c1acd2de0deae5f1cf5df93,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.55952380952381,28.5916666666667,,0.0527936829672885,,,,3.0,,,,0.00682828330926952,0,18965,1458,1391,0.7147916666666675
1458,1459,1459,120,40,0.5,2000000,0,0,18,DONE,40170,65694890,894dc1459d5aafe5c3abe613464eeacc,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.554761904761905,29.175,,0.0621832878135668,,,,2.0,,,,0.00725457466262473,0,40169,1459,1437,0.729375
1459,1460,1460,120,40,0.5,2000000,0,0,19,DONE,54949,59112863,1b6dcc40b4822bd3ea2e39b92e33a1fc,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.546358543417367,28.75,,0.0615643153698751,,,,2.0,,,,0.00677093836731848,0,54948,1460,1467,0.71875
1460,1461,1461,120,40,0.75,2000000,0,0,0,DONE,87442,21636890,210ddfa400d2e89ae130329744d32e22,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.141736694677871,13.1083333333333,,0.226755710134512,,,,3.0,,,,0.01298027509224,0,87441,1461,1531,0.3277083333333325
1461,1462,1462,120,40,0.75,2000000,0,0,1,DONE,72712,950304,852bb59c637c83b7b5be5db3ed9bc34e,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.115266106442577,11.725,,0.227884085872597,,,,6.0,,,,0.0108775037078859,0,72711,1462,1501,0.29312499999999997
1462,1463,1463,120,40,0.75,2000000,0,0,2,DONE,66065,66786420,30752dfa71bba971002ce77a1256bebb,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.0992997198879552,11.7416666666667,,0.238172916820011,,,,4.0,,,,0.00938712767013464,0,66064,1463,1489,0.2935416666666675
1463,1464,1464,120,40,0.75,2000000,0,0,3,DONE,104949,42779770,fd182848c2d02ab9a1545cfb5d0d2e45,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.129831932773109,13.1083333333333,,0.218460566325587,,,,5.0,,,,0.0114465997695674,0,104948,1464,1569,0.3277083333333325
1464,1465,1465,120,40,0.75,2000000,0,0,4,DONE,59931,41140039,a450db1c658dbf6b16a6d5ec0042980d,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.124509803921569,13.7083333333333,,0.22523379740637,,,,6.0,,,,0.0113096652347291,0,59929,1465,1478,0.3427083333333325
1465,1466,1466,120,40,0.75,2000000,0,0,5,DONE,75786,95197409,c28f9a3c76d17d287b06d03803641f03,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.0991596638655462,12.1083333333333,,0.187245643014459,,,,3.0,,,,0.00929006930910852,0,75785,1466,1511,0.3027083333333325
1466,1467,1467,120,40,0.75,2000000,0,0,6,DONE,63812,5078159,c5efd42fe8aec02a05015f1912bcd2cf,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.123109243697479,13.075,,0.216294501586118,,,,4.0,,,,0.0107162327195131,0,63811,1467,1486,0.32687499999999997
1467,1468,1468,120,40,0.75,2000000,0,0,7,DONE,71900,68991774,eeb6189749f7f2e357f0284ff3d0bbd5,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.135854341736695,13.5666666666667,,0.228230417685195,,,,2.0,,,,0.0122057745880675,0,71899,1468,1506,0.3391666666666675
1468,1469,1469,120,40,0.75,2000000,0,0,8,DONE,57164,72390932,8b4c5a452d758c183537dcb8b12b4f06,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.121288515406162,12.7583333333333,,0.215030615129421,,,,4.0,,,,0.0112210820595404,0,57163,1469,1476,0.3189583333333325
1469,1470,1470,120,40,0.75,2000000,0,0,9,DONE,67263,17517297,df5ac5c9e08b4094ea560c894811ea2e,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.111064425770308,11.9833333333333,,0.238749683946385,,,,5.0,,,,0.0109058316941697,0,67261,1470,1496,0.29958333333333254
1470,1471,1471,120,40,0.75,2000000,0,0,10,DONE,107738,67554406,ab385fdc72dc883d29f4a621a7a78088,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.115406162464986,12.6166666666667,,0.24455429941559,,,,4.0,,,,0.0106518018170217,0,107737,1471,1580,0.31541666666666746
1471,1472,1472,120,40,0.75,2000000,0,0,11,DONE,94983,10095799,f0c160fc3fc59080b7fb5bab0407aec9,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.133333333333333,12.975,,0.230642256902761,,,,3.0,,,,0.0133021261770555,0,94981,1472,1555,0.32437499999999997
1472,1473,1473,120,40,0.75,2000000,0,0,12,DONE,67769,4677147,269a17512552263959969fc6005d7b29,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.132913165266106,13.7,,0.213354748662282,,,,4.0,,,,0.0117479662415569,0,67768,1473,1500,0.34249999999999997
