,SIM_ID,ID,NN,n,th,FSM_COMPLEXITY_MAX_NO_IMPROVE,NUM_RANDOMIZATIONS,MAX_MODULARITY_MAX_NO_IMPROVEMENT,REPLICATE,STATUS,DURATION,RANDOM_SEED,DISPATCHER_ID,MSG,c,mean_rel_complexity,rel_complexity_trace,Q,Q_rand,Q_norm,Q_max,num_modules,Q_p_value,Q_z_score,Q_max_trace,I,duration_Q,duration_complexity,FK_SIMULATION,ID,complexity_normalized
229,230,230,40,25,1.0,2000000,0,0,9,DONE,1711,29091737,e9ef47a7c250dcb26cc2e2d8fabbbe7d,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.107692307692308,3.975,,0.255881519274376,,,,13.0,,,,0.0258194453692739,0,1711,230,215,0.159
230,231,231,40,25,1.0,2000000,0,0,10,DONE,1800,63529710,e7a79afaf5864e85eb22e44739416e78,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.105128205128205,3.775,,0.205309339678763,,,,19.0,,,,0.0299093767931117,0,1801,231,216,0.151
231,232,232,40,25,1.0,2000000,0,0,11,DONE,2488,98121066,62ade29fe5e2c35726cc4dd299a41afc,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.121794871794872,4.275,,0.330083102493075,,,,7.0,,,,0.0291871364268098,0,2489,232,227,0.171
232,233,233,40,25,1.0,2000000,0,0,12,DONE,1633,39025409,33b1be5efd8ad025393aeeccc764787d,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.132051282051282,4.175,,0.156895089075313,,,,13.0,,,,0.0316637706286668,0,1634,233,218,0.16699999999999998
233,234,234,40,25,1.0,2000000,0,0,13,DONE,2548,39261923,7aa5fe7484821d4b727b28b7e520807a,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.0974358974358974,3.925,,0.393265235457064,,,,11.0,,,,0.0314218840207278,0,2548,234,231,0.157
234,235,235,40,25,1.0,2000000,0,0,14,DONE,1981,10555780,6b07f4daa029cce0385b91906872553e,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.130769230769231,4.05,,0.290080738177624,,,,10.0,,,,0.0332728315559636,0,1982,235,224,0.162
235,236,236,40,25,1.0,2000000,0,0,15,DONE,1215,28783295,cfce448eaefb9bfb9524bb17d1cb369c,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.15,4.35,,0.332748922492512,,,,7.0,,,,0.036155032481438,0,1215,236,214,0.174
236,237,237,40,25,1.0,2000000,0,0,16,DONE,954,41861150,321157bcec671fb5347b568f9cfa8c00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.135897435897436,4.7,,0.33001067995728,,,,11.0,,,,0.0332549786442546,0,954,237,213,0.188
237,238,238,40,25,1.0,2000000,0,0,17,DONE,1516,56915015,08ff5e1cd9e3552c2939f9c56ece4ffe,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.169230769230769,4.4,,0.283316115702479,,,,8.0,,,,0.0412988329907435,0,1517,238,221,0.17600000000000002
238,239,239,40,25,1.0,2000000,0,0,18,DONE,820,86934002,fe336a15513b170f58b1b0ab39651683,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.0615384615384615,3.45,,0.471571180555556,,,,18.0,,,,0.0218485908669174,0,821,239,212,0.138
239,240,240,40,25,1.0,2000000,0,0,19,DONE,1798,85021245,a450db1c658dbf6b16a6d5ec0042980d,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.185897435897436,4.35,,0.289678953626635,,,,7.0,,,,0.0458691045080258,0,1798,240,225,0.174
240,241,241,40,30,0.5,2000000,0,0,0,DONE,9356,6779920,cc38da414c1acd2de0deae5f1cf5df93,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.567948717948718,9.95,,0.0662398279736457,,,,2.0,,,,0.0192368383289028,0,9356,241,312,0.33166666666666667
241,242,242,40,30,0.5,2000000,0,0,1,DONE,8416,66603356,852bb59c637c83b7b5be5db3ed9bc34e,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.578205128205128,10.05,,0.0601791534948206,,,,3.0,,,,0.0199993809113154,0,8416,242,298,0.335
242,243,243,40,30,0.5,2000000,0,0,2,DONE,8950,47061421,9e7ef6d78ff8b4054abd12843c783ece,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.565384615384615,8.975,,0.0890652557319223,,,,2.0,,,,0.0253439590128726,0,8950,243,305,0.29916666666666664
243,244,244,40,30,0.5,2000000,0,0,3,DONE,5973,30117681,a26b5e18ecff75a780e7e47ba88ff80a,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.603846153846154,9.525,,0.0774946921443737,,,,2.0,,,,0.0235657460607496,0,5973,244,274,0.3175
244,245,245,40,30,0.5,2000000,0,0,4,DONE,6262,55272560,5169e9c74236696df2d351a65ddb285e,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.587179487179487,9.95,,0.0742858641139566,,,,3.0,,,,0.0247236623813737,0,6262,245,283,0.33166666666666667
245,246,246,40,30,0.5,2000000,0,0,5,DONE,6989,86166946,d7a936ebf3213f9bb43d89e5792e5b5a,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.616666666666667,10.45,,0.0675027338229002,,,,2.0,,,,0.0213269714754655,0,6989,246,288,0.34833333333333333
246,247,247,40,30,0.5,2000000,0,0,6,DONE,7878,23592944,f0c160fc3fc59080b7fb5bab0407aec9,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.596153846153846,9.525,,0.0905376344086021,,,,3.0,,,,0.0225904285138914,0,7879,247,291,0.3175
247,248,248,40,30,0.5,2000000,0,0,7,DONE,12076,16459763,f1486dfbd4e339c05d0fbd7d33836619,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.525641025641026,10.75,,0.0911451516954194,,,,3.0,,,,0.0207180538979058,0,12077,248,341,0.35833333333333334
248,249,249,40,30,0.5,2000000,0,0,8,DONE,11474,46590781,997a2158fd9a19b8348dabbbc7cb7726,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.542307692307692,10.75,,0.0784389338788011,,,,3.0,,,,0.0200723871930866,0,11474,249,335,0.35833333333333334
249,250,250,40,30,0.5,2000000,0,0,9,DONE,6672,48077789,4e9c5a8eb484f3fd72b99600aca140e7,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.55,10.95,,0.0787378899267011,,,,3.0,,,,0.0198553629741155,0,6672,250,286,0.365
