,sample_number,num_phenotypes
0,1,0
1,2,1
2,3,2
3,4,3
4,5,4
5,6,5
6,7,6
7,8,7
8,9,8
9,10,9
10,11,10
11,12,11
12,13,12
13,14,13
14,15,14
15,16,15
16,17,16
17,18,17
18,19,18
19,20,19
20,21,20
21,22,21
22,23,22
23,24,23
24,25,24
25,27,25
26,28,26
27,30,27
28,31,28
29,32,29
30,33,30
31,34,31
32,35,32
33,36,33
34,37,34
35,38,35
36,39,36
37,40,37
38,41,38
39,42,39
40,43,40
41,44,41
42,45,42
43,46,43
44,47,44
45,48,45
46,49,46
47,50,47
48,52,48
49,53,49
50,54,50
51,55,51
52,56,52
53,57,53
54,59,54
55,60,55
56,61,56
57,62,57
58,63,58
59,64,59
60,65,60
61,66,61
62,67,62
63,68,63
64,69,64
65,71,65
66,72,66
67,73,67
68,75,68
69,76,69
70,77,70
71,78,71
72,82,72
73,83,73
74,84,74
75,85,75
76,87,76
77,88,77
78,89,78
79,90,79
80,91,80
81,92,81
82,93,82
83,96,83
84,98,84
85,99,85
86,100,86
87,103,87
88,105,88
89,106,89
90,107,90
91,108,91
92,110,92
93,112,93
94,113,94
95,114,95
96,116,96
97,119,97
98,120,98
99,121,99
100,124,100
101,125,101
102,127,102
103,129,103
104,130,104
105,131,105
106,132,106
107,133,107
108,134,108
109,135,109
110,136,110
111,137,111
112,138,112
113,139,113
114,140,114
115,141,115
116,143,116
117,145,117
118,146,118
119,147,119
120,148,120
121,149,121
122,150,122
123,152,123
124,153,124
125,154,125
126,156,126
127,159,127
128,161,128
129,163,129
130,164,130
131,167,131
132,168,132
133,170,133
134,171,134
135,172,135
136,173,136
137,174,137
138,175,138
139,177,139
140,178,140
141,179,141
142,180,142
143,181,143
144,183,144
145,184,145
146,185,146
147,186,147
148,187,148
149,188,149
150,189,150
151,190,151
152,192,152
153,195,153
154,197,154
155,199,155
156,200,156
157,202,157
158,203,158
159,204,159
160,205,160
161,206,161
162,207,162
163,208,163
164,210,164
165,211,165
166,212,166
167,213,167
168,214,168
169,215,169
170,216,170
171,217,171
172,218,172
173,220,173
174,221,174
175,222,175
176,224,176
177,225,177
178,226,178
179,227,179
180,228,180
181,229,181
