,phenotype,count
0,111110110100,352
1,000001010100,37563
2,111100101010,8679
3,111100101000,31670
4,111111110100,5590
5,000000101010,4566
6,110100101010,3089
7,001000001010,464
8,110111110100,541
9,110100111100,1818
10,000000000001,13692
11,000000000000,14428
12,000001010000,3892
13,111100100010,734
14,000011010100,7280
15,000000011110,114
16,110100100000,93
17,000011010000,1037
18,111101101010,99
19,000000101000,423
20,000000010100,476
21,110100101000,252
22,111100101100,52
23,110101111000,46
24,000001001010,92
25,110100110100,170
26,111101111000,146
27,000000010001,159
28,000001000100,111
29,000000100001,96
30,111110111100,391
31,110100101001,253
32,000011010101,244
33,111111010100,348
34,000010010100,694
35,000000010101,654
36,111100100000,765
37,000010010000,221
38,000001010101,386
39,111100000000,100
40,110100111110,95
41,000001000001,311
42,111101110000,241
43,000000100000,238
44,001000101010,206
45,000001101000,114
46,111110101100,153
47,000010000000,294
48,000001011110,95
49,111100100001,757
50,000001111110,143
51,111100110100,101
52,111111111000,111
53,110101111100,52
54,000001000000,489
55,111101110100,121
56,000000101001,117
57,111100011110,55
58,111110100100,242
59,111101111100,150
60,111100000010,44
61,000000001000,98
62,000001101010,91
63,000001110100,202
64,111111111100,306
65,000000111110,199
66,110101101000,42
67,111111011110,55
68,110100000000,51
69,000000001001,55
70,000010000100,49
71,110100000001,41
72,111100001010,309
73,111100111000,51
74,001000000000,159
75,000011110100,52
76,110111111110,111
77,001000101000,93
78,000000001010,165
79,000001111100,162
80,000001001000,101
81,111100001000,113
82,110110110100,105
83,111111111110,50
84,110101101100,39
85,111100001001,44
86,111101111010,101
87,111100111110,105
88,000010110100,55
89,000001011100,40
90,111111011100,58
91,111100000001,46
92,000011000000,116
93,111110111110,208
94,110100100001,103
95,110100001000,45
96,000011000100,51
97,110111000100,32
98,111101110010,54
99,110101110100,82
100,111111010000,50
101,110101010000,50
102,111110111000,55
103,000010111100,52
104,110101001000,45
