,sample_number,num_phenotypes
0,1,0
1,2,1
2,3,2
3,4,3
4,5,4
5,6,5
6,7,6
7,8,7
8,9,8
9,10,9
10,11,10
11,12,11
12,14,12
13,15,13
14,16,14
15,17,15
16,18,16
17,19,17
18,21,18
19,22,19
20,23,20
21,24,21
22,25,22
23,26,23
24,27,24
25,28,25
26,29,26
27,30,27
28,31,28
29,32,29
30,33,30
31,35,31
32,36,32
33,38,33
34,39,34
35,40,35
36,41,36
37,42,37
38,43,38
39,44,39
40,46,40
41,47,41
42,48,42
43,49,43
44,50,44
45,51,45
46,52,46
47,53,47
48,54,48
49,55,49
50,56,50
51,57,51
52,59,52
53,60,53
54,61,54
55,62,55
56,64,56
57,65,57
58,66,58
59,68,59
60,69,60
61,70,61
62,71,62
63,72,63
64,73,64
65,75,65
66,76,66
67,77,67
68,78,68
69,79,69
70,82,70
71,84,71
72,86,72
73,87,73
74,88,74
75,89,75
76,90,76
77,91,77
78,92,78
79,93,79
80,94,80
81,95,81
82,101,82
83,102,83
84,103,84
85,104,85
86,105,86
87,107,87
88,108,88
89,109,89
90,110,90
91,111,91
92,112,92
93,113,93
94,114,94
95,116,95
96,118,96
97,120,97
98,121,98
99,122,99
100,124,100
101,126,101
102,127,102
103,128,103
104,129,104
105,130,105
106,131,106
107,132,107
108,133,108
109,134,109
110,135,110
111,137,111
112,138,112
113,139,113
114,140,114
115,141,115
116,143,116
117,144,117
118,145,118
119,147,119
120,150,120
121,151,121
122,152,122
123,153,123
124,154,124
125,156,125
126,158,126
127,160,127
128,161,128
129,165,129
130,166,130
131,167,131
132,168,132
133,169,133
134,171,134
135,173,135
136,176,136
137,177,137
138,178,138
139,179,139
140,180,140
141,182,141
142,183,142
143,184,143
144,185,144
145,188,145
146,190,146
147,191,147
148,193,148
149,194,149
150,196,150
151,200,151
152,201,152
153,206,153
154,208,154
155,209,155
156,210,156
157,211,157
158,212,158
159,214,159
160,215,160
161,219,161
162,222,162
163,223,163
164,224,164
165,226,165
166,228,166
167,230,167
168,231,168
169,234,169
170,237,170
171,238,171
172,240,172
173,241,173
174,242,174
175,244,175
176,245,176
177,246,177
178,247,178
179,248,179
180,250,180
181,255,181
