,phenotype,count
0,11101111000111111000,1
1,11101011010110110110,2
2,01101001100010010101,1
3,01110100110010110100,1
4,10101110100010010111,1
5,10000111111101111001,1
6,11111110111100011001,1
7,10001110100101010000,1
8,00100101101101110000,2
9,10101101010110101010,2
10,01110010100011100110,6
11,00011010101000100101,2
12,01100010001100111101,1
13,00001110011100010101,1
14,01111010111111110001,1
15,11101111110111111111,17
16,10110010010111110111,1
17,01111110101100011110,1
18,11001001111110001101,3
19,11011111110100100001,1
20,01101101010100100100,1
21,10001101111111001011,2
22,11001000110000100110,1
23,10101001110001101011,4
24,10111000010111101111,3
25,01010010101111011111,1
26,01101011000011000111,2
27,00111010100000101110,1
28,10000010010100101111,1
29,01101110110010100100,1
30,01111001101001100011,1
31,11111011101110011111,2
32,10001000101011110001,1
33,10010011110000101011,2
34,11100111000111111110,1
35,01010100001011000111,1
36,01011101100010110000,1
37,11000011100110001110,1
38,01111010010110000111,1
39,00110001111001000100,1
40,01111000010010100011,1
41,11011111101000001111,3
42,11101010000100001000,1
43,01000010100111101011,1
44,00000100111111111111,1
45,01100110000010111110,1
46,01101100111111011111,2
47,10101011010100111111,1
48,10111001110111000101,1
49,11111001111110111011,3
50,00101010101000001101,1
51,00100001011111100111,1
52,11101011111110101100,1
53,11100100100001010110,1
54,10101010100000100010,2
55,11001010110111101100,1
56,01101001101111110111,1
57,00010111001011011101,1
58,11110111100110010110,1
59,01101110100100010011,1
60,00000110101100100111,2
61,01100000101111011100,1
62,01110110101111110100,2
63,01001001110111011111,2
64,01110000100101111110,2
65,11000010110100011111,1
66,11101101010000000111,2
67,11010011100011001010,1
68,11010011101110110110,2
69,01000101101110001000,1
70,11010110110100111100,2
71,10111011100000100011,1
72,11001000100001011101,1
73,10111111111111110011,2
74,01100101100110110100,1
75,00010110101001100110,1
76,11101110010111001011,3
77,11000011111110011100,1
78,11001001101111111110,2
79,00110010100100000110,1
80,11001111100111101111,2
81,11101110111111001111,3
82,11100011100001011001,1
83,11111111011010011111,2
84,11011011100111101010,1
85,11101111000111110100,1
86,11101011110100111011,2
87,10001101010111100011,2
88,11001001110011010101,1
89,10001011110111111101,3
90,10101101110111001101,16
91,01011111100111110010,1
92,10001111100010110010,1
93,10111010011110101111,1
