,phenotype,count
0,01000101001010110010,1718
1,01001111011010011010,30727
2,01111110111111111011,1481
3,11011101011001101100,39
4,10101011110110111101,2254
5,11110110101101000101,31184
6,10110010100111000011,216
7,11010000001010010110,325
8,11010000001000010100,250
9,11011101011010011110,148
10,10111011110101101001,1607
11,10110111100101000001,304
12,01011101011010111100,176
13,11110011101111010001,106
14,11011001011001001100,108
15,01000101001010010110,189
16,11010011001001010100,49
17,11011001011011011100,105
18,01110010101111010011,1690
19,10111111110111101011,2411
20,10101011110100101101,1500
21,11100011101100000111,65
22,11000101001010010100,238
23,00101111110111101011,124
24,11011101011010011100,204
25,01111110111111001111,1841
26,01001101011010111010,2966
27,01110010101101000101,2715
28,10110111100101010001,50
29,11111011111101101001,100
30,01001101011010011110,213
31,11101001111110111101,1697
32,11011001011010011100,1760
33,10101011110111101001,1355
34,11010010001001000100,1750
35,10101111110111101011,1405
36,01101111111111111011,252
37,11001111011010011110,622
38,11010101001010010100,180
39,11111011111111111001,1668
40,11010101001011010110,59
41,11110111101101010101,322
42,01110010101101010101,102
43,01100110101110010011,40
44,01001101011010011010,614
45,11110011101101000101,50
46,11111111111111111011,370
47,01000001001010010010,257
48,11000101001000000100,63
49,11001001011011011100,1396
50,10100011100111010111,44
51,11111111111111111111,260
52,01110011101111010011,66
53,11110110101111110011,1489
54,11110010101101000101,388
55,11101111111111111111,104
56,11111110111101101101,346
57,10100011100110110101,246
58,01011111011010111010,536
59,11010001001010010110,2871
60,01000100001010010010,146
61,11001101011010011100,367
62,01010000001010010110,246
63,11111110111111111011,419
64,11101111111110111111,273
65,11000001001010110100,48
66,11110111101101000101,472
67,11001001011010011100,446
68,01001101011010111100,44
69,01010100001001000000,52
70,11101110111110111011,45
71,10111011110111101001,1698
72,10100011100100010111,50
73,10101111110110101111,53
74,11001001011010111100,1722
75,11110111101111010111,44
76,01010001001010010010,356
77,11001101011010011110,118
78,11110010101101000111,114
79,11010011001010010100,89
80,11101011111111111101,109
81,11110011101111010011,1915
82,00101011110111101001,55
83,01000111001010110000,60
84,11101111111111111011,221
85,10001111010001001000,50
86,11001101011010111100,243
87,11001000011011011100,51
88,11110010101111010011,590
89,01000101001010010010,100
90,11111111111111111101,307
91,10101111110111101111,404
92,01001110011010111010,91
93,11110010101101010101,128
94,11110111101101010001,241
95,00100010100111010111,162
96,11101011111110111001,278
97,11110000101110010111,43
98,00011101010000101100,52
99,11010000001011010110,118
100,10110010100101000001,153
101,01010101001001110000,55
102,10100011100100000111,174
103,10101101110100101111,153
104,11101101111110111111,2027
105,00011111010010101110,406
106,11111111111111011111,52
107,11010000001001000100,93
108,01111110111111101111,199
109,01111110111101001101,55
110,11110000101101000101,38
111,11111011111111111101,339
112,11111011111101111001,166
113,11111111111101101101,630
114,01010100001010010110,206
115,11100011101110010111,54
116,10101111110101101001,95
117,11110110101101000111,94
118,11100010101110010111,81
119,11010111001001010100,54
120,11101100111110001111,45
121,11110110101111100101,59
122,01110010101111000111,46
123,00111010110111111101,58
124,01011110011010111110,257
125,11110110101111010111,101
126,11000000001010010110,191
127,11001110011011011010,45
128,01011101011010011010,260
129,01011101011010111010,297
130,01010100001010110110,178
131,01011110011010111010,101
132,10101011110100101001,191
133,00011111010010101010,322
134,00011111010010001110,200
135,11011011011011011100,37
136,10100010100111000011,109
137,10101111110110101011,155
138,11110110101111100111,168
139,11110010101111110001,109
140,00111011110111101001,43
141,01001001011010111100,45
142,10100010100110010111,403
143,11010110001001000100,100
144,01001001011010111000,185
145,11100000101110010111,159
146,11000101001010010110,113
147,11110011101111010101,47
148,00011001010000101100,205
149,11111110111111111111,110
150,11010100001001000100,162
151,00101010110111111101,98
152,10110011100101010111,103
153,01000111001000010000,54
154,11000001001010010110,324
155,11110010101101000001,132
156,11010011001000010100,57
157,11111011111101101101,266
158,01111110111111011011,262
159,01101111111111111101,58
160,01010101001011110010,52
161,10101011110111111001,106
162,00011001010010101100,158
163,10001111010011001110,194
164,11110011101111010111,213
165,01001111011010111010,156
166,01001110011010111110,51
167,10001011010011001100,60
168,00101110110111101111,138
169,11111010111111011001,104
170,01111111111111111101,63
171,01110011101101010101,53
172,10101010110110011101,95
173,10101011110111111101,101
174,11110011101101000001,84
175,01111010111111111001,145
176,01111111111111011111,106
177,11001110011010001110,106
178,10101011110110101001,99
179,10111010110101101111,99
180,11100000101100000101,97
181,10101111110101101101,52
182,00011001010010101000,295
183,01010010001001000000,60
184,10100011100101000011,119
185,10110111100101010101,61
186,00101111110110101011,93
187,11110011101111110001,161
188,11111010111101001101,100
189,10101101110100101011,94
190,11011001011000111100,55
191,01110010101111010111,103
192,11101011111110111101,211
193,01101110111110111011,101
194,11111110111111001111,149
195,01110010101101010001,87
196,11110010101111010111,367
197,00011101010000001110,44
198,11001101011010011010,98
199,10100010100100100111,157
200,11110111101111110011,94
201,01011110011010011110,209
202,11101111111100101101,113
203,11001101011011011100,142
204,11000011001010010110,51
205,10101011110100101111,110
206,10011011010011001000,48
207,10100010100110010101,165
208,11011110011011001110,104
209,10110010100111010011,48
210,01001001011000111000,44
211,01111101111111111011,60
212,01011101011010011000,68
213,11100111101101000101,45
214,11010111001001000100,45
215,11001001011000101100,62
216,10101111110100101111,111
217,00011001010010001100,50
218,10001111010011001010,119
219,11111111111101101001,38
220,11101100111110011111,58
221,11100111101110010001,58
222,00011101010000101110,132
223,01011101011010111110,58
224,01010001001010010110,162
225,10111111110101101001,318
226,01111111111111111011,328
227,10110111100111100011,108
228,11110110101101100101,209
229,11101000111110011101,46
230,10111111110101101101,99
231,10001111010011011000,51
232,10111111110101101011,202
233,01111111111111111001,66
234,11000011001011010110,120
235,11100001101110010111,121
236,10100011100110010111,110
237,11110111101101000001,118
238,10101110110111101111,115
239,11101101111110111101,200
240,10011101010001001010,48
241,11110110101111010011,272
242,11010101001011010100,50
243,01110110101111010011,115
244,01011001011010111100,251
245,11001101011010111010,45
246,11110110101101010101,44
247,11011001011010111100,264
248,10111011110111111101,260
249,00001001010010101000,50
250,11110011101101010001,51
251,01111110111111001101,98
252,11110101101101000101,51
253,11100110101110110011,53
254,11010001001010110100,42
255,11100111101101010001,102
256,11101111111101101101,91
257,11011111011010111110,50
258,00011101010010101110,49
259,01001101011010111110,109
260,10111110110111101111,49
261,01010101001010110010,51
262,11101110111111101111,49
263,01001101011011011010,272
264,01110110101101000101,102
265,00111111110111101011,157
266,01010000001010110110,53
267,10101010110100001101,55
268,01001101011010111000,45
269,11100111101110110111,101
270,10101101110101101111,44
271,10110011100111010001,52
272,10001001010010101000,33
273,11010101001001010100,57
274,01101111111110111011,117
275,11101001111100101101,106
276,00001111010010101110,52
277,10110010100111010001,59
278,01110010101111110011,63
279,10011111010010101010,50
280,01011101011010111000,139
281,10011111010011001010,101
282,11011110011011011010,59
283,11000101001010110110,54
284,00001111010010101010,172
285,11001101011011011010,140
286,11000010001011010110,99
287,11101111111110111101,59
288,11000001001011110100,46
289,10101010110100101111,312
290,11111110111111101111,116
291,10101011110110111001,206
292,01001001011010011100,125
293,11010011001011010110,38
294,11110110101111000111,116
295,11110010101101010001,140
296,01101110111110001111,111
297,10111011110101101101,51
298,01010111001001110000,50
299,10110011100111110001,41
300,01001101011010011100,91
301,11110010101111110011,56
302,00001101010000101110,169
303,11101101111110111011,140
304,10101111110110111111,51
305,11000000001000000100,55
306,01011001011010111000,152
307,01110010101101000001,86
308,01010100001010110010,50
309,01000001001010010110,108
310,11111110111111011011,46
311,11111110111101001101,106
312,11110111101111010101,49
313,10111011110101111001,48
314,11001111011010011010,51
315,01010011001001010000,103
316,01110010101111000101,56
317,11010101001001000100,56
318,10101011110100101011,50
319,11001111011011011100,55
320,01100110101100000101,55
321,11010010001011010010,102
322,10111101110101101011,51
323,10011001010010101000,59
324,11001101011010111110,144
325,01001101011011011000,55
326,11110011101111000101,55
327,10100011100100010101,50
328,11010000001010110100,42
329,10001011010011011000,48
330,11011000011001001100,48
331,10111011110111111001,208
332,01000000001010010110,47
333,01001100011010011010,43
334,01101111111111111001,46
335,11101110111111111011,91
336,11010001001010010010,50
337,11100100101110010111,58
338,10100011100111110001,50
339,01110010101111010001,60
340,11111001111110111101,59
341,11000111001011010100,54
342,10101011110101101001,67
343,10101011110100111101,64
344,11010011001010010110,39
345,10100011100100000101,55
346,01001001011010011000,50
347,11100101101110010101,52
348,10001101010001001110,47
349,11101001111111111101,46
350,11110000101111010111,48
351,11011101011000011100,40
352,11001011011010111100,60
353,10111111110111001011,97
354,10111010110101001001,55
355,11101110111100101101,57
356,11100011101110110101,101
357,00101111110111101111,55
358,11010100001001010100,52
359,11110110101101010001,53
360,01101101111111111011,63
361,10101010110100001111,48
362,11000110001000000100,165
363,11110011101101010111,50
364,10111111110101101111,54
365,10111011110111001001,45
366,11011000011010011100,48
367,10110011100101000011,51
368,01011111011010111110,47
369,11000011001001000110,47
370,11110110101111110001,54
371,11010000001000000100,52
372,11010001001000010100,49
373,11100011101100010011,58
374,01011001011000111100,60
375,10100011100100100111,98
376,11100111101110110011,42
377,10100011100101000111,57
378,11100100101100000111,46
379,10110011100101100011,55
380,11100101101100000101,52
381,01000000001010110010,51
382,11110000101100000111,58
383,01010000001010010010,37
384,11110111101111010011,89
385,10101111110111001011,43
386,11011001011000001100,56
387,11100111101110000101,47
388,10100011100110010101,57
389,10011111010001001000,50
