,phenotype,count
0,000010010011,11
1,111011101111,82
2,110101011010,70
3,110001011111,53
4,011101001110,24
5,001001001110,21
6,000111100100,45
7,101100101100,40
8,110111111110,197
9,111100111000,88
10,001111111011,165
11,100111101001,54
12,011111010101,30
13,001101111010,58
14,001001000110,6
15,101010001100,15
16,011111111110,160
17,001111110100,113
18,001100111110,21
19,000111111011,209
20,000101100111,36
21,100010100000,73
22,101111110000,178
23,010111111000,118
24,000110100100,42
25,011001000110,13
26,010101111100,85
27,111010110101,30
28,101110010101,13
29,001001101110,32
30,011101111011,88
31,100111110000,210
32,100111100010,64
33,101001000111,17
34,110001111101,38
35,000010101110,23
36,010111111101,147
37,110000111000,46
38,000111111101,186
39,100111110101,61
40,111101100000,78
41,011111111010,131
42,111110110010,75
43,011001101000,24
44,000111111111,504
45,001111111110,173
46,100101100110,40
47,111010011000,35
48,000111101111,850
49,001111101010,94
50,101110111111,49
51,001100110000,56
52,000110111000,174
53,100110101011,14
54,101100010000,31
55,010101111010,82
56,110001111110,84
57,001101111001,54
58,101011111011,93
59,001001110000,23
60,101001110000,29
61,111101101111,86
62,111100000100,17
63,010011101001,25
64,001100111011,16
65,111101111000,103
66,000101101110,101
67,111101110000,138
68,101011110111,60
69,110110010001,15
70,110011011101,46
71,101100110000,78
72,010011011110,49
73,111110000101,7
74,101001011011,24
75,111001101110,41
76,101101001110,27
77,100011110100,69
78,111100101111,18
79,100111111011,132
80,100010100010,19
81,111101001000,33
82,111110111001,43
83,001101100001,19
84,111111001111,64
85,110111110001,74
86,111100010010,22
87,110110100110,36
88,110101101101,54
89,000010110100,41
90,011001011100,18
91,001101111011,74
92,010110101011,21
93,001011111010,65
94,001011100100,20
95,111001001000,17
96,010001100100,25
97,011111110100,75
98,001100011010,15
99,010111100000,50
100,001101111100,71
101,000011110110,44
102,100011100100,35
103,011111111000,123
104,111111101101,81
105,110111001111,62
106,011000111101,12
107,000101101101,79
108,001111001011,70
109,100101100000,92
110,100101010001,29
111,100001111101,42
112,111100110010,40
113,000111111010,167
114,111100100100,35
115,111111100001,40
116,010101101100,56
117,110011111101,81
118,010011010111,38
119,101010110010,31
120,010011110111,66
121,100111111110,156
122,001111111100,355
123,110011000000,21
124,010110010000,42
125,011111110110,74
126,111100010000,46
127,010111101010,107
128,000001001011,24
129,001111101101,99
130,110010110011,22
131,110111110110,133
132,111011110110,90
133,010111111011,162
134,101001110001,22
135,000101111101,102
136,110101100110,57
137,110001011011,37
138,000010100111,11
139,011011011011,99
140,001111110101,48
141,000101001111,69
142,011011011111,182
143,111111111011,194
144,011111110111,108
145,000100010011,10
146,101101000000,25
147,111011010000,32
148,011001101110,45
149,110111101011,68
150,110100110010,41
151,101101011101,45
152,111111110010,139
153,010111011011,95
154,101110111001,54
155,000111010000,38
156,111111001101,34
157,011101010110,32
158,111101110101,62
159,011011111001,56
160,111010111110,52
161,010100100100,21
162,110111100000,144
163,001010011011,21
164,111100111010,33
165,100101011011,46
166,010111101111,578
167,001111110011,59
168,110010111101,37
169,011111101111,231
170,001100000100,15
171,100110110100,117
172,010001011010,34
173,110010101001,15
174,000101110010,54
175,101110110000,180
176,101111100100,72
177,100110011000,68
178,100110011110,23
179,011110101100,46
180,100000011010,16
181,110011011010,45
182,111000010001,12
183,000011111111,173
184,100101111000,123
185,110101010100,49
186,010001101111,48
187,010001111110,62
188,110010111000,103
189,001111001111,128
190,101111011111,121
191,001011101001,38
192,111111101010,77
193,011011111111,230
194,000101000000,25
195,110101111111,165
196,011110111110,61
197,110111011001,32
198,011111111111,382
199,100011011110,48
200,001111010001,22
201,010100101101,15
202,010010101111,28
203,010111100010,47
204,100111111000,247
205,010111101011,127
206,100110100101,23
207,001111010011,43
208,001110101100,63
209,011110101010,22
210,001011101110,57
211,100001011001,27
212,100110111000,234
213,101000001010,8
214,110001101001,20
215,101111111110,145
216,001111101111,326
217,111011010011,50
218,011111111100,152
219,100100111000,105
220,101101101110,42
221,101000100100,16
222,111100010100,31
223,111011010100,42
224,101111011010,46
225,011111101110,80
226,010000011100,22
227,110110101010,39
228,001110110110,27
229,000000111011,13
230,000111110110,71
231,011100100100,24
232,000110111010,49
233,110111111000,210
234,000101110111,60
235,100011000001,7
236,010101111101,91
237,101101101100,55
238,100111101011,79
239,000001110010,27
240,001111101000,93
241,010111111111,357
242,011011010111,47
243,111101001111,64
244,010011111010,76
245,111111111010,200
246,111101110100,75
247,110101011110,64
248,110000001100,21
249,100101110101,40
250,111101010000,56
251,010010110100,32
252,101001011010,36
253,011100101010,20
254,101101111011,92
255,000110110101,26
256,010110101000,59
257,010110011000,40
258,010011111111,169
259,110101111110,155
260,111010111100,73
261,000000011000,25
262,111001110000,56
263,001110110101,28
264,111011010001,18
265,100101101110,58
266,111111111000,193
267,101000100110,9
268,101001111001,19
269,011110010011,12
270,111110111000,173
271,001111011011,127
272,100110111110,47
273,001110011110,16
274,111011011011,81
275,001011101010,45
276,111110111100,127
277,110011000010,15
278,000101000110,22
279,010010100011,7
280,110101111001,59
281,001110111000,221
282,011111111001,86
283,001110100011,11
284,110100010100,37
285,100110011100,47
286,100011111010,54
287,000111010011,39
288,100110110000,209
289,011110000100,13
290,000011111001,49
291,011110001001,15
292,010111110011,58
293,110101011101,48
294,011111111011,174
295,010100011001,17
296,101101100011,15
297,100110000110,11
298,101100110010,31
299,111111110110,172
300,000011010000,23
301,110011101101,32
302,111011111011,127
303,111011010110,57
304,101011011011,67
305,100010110001,24
306,000100110010,20
307,101111101000,112
308,110001011110,37
309,011101100000,36
310,000000011111,10
311,011101010101,19
312,101110111000,214
313,011001111101,32
314,110110101000,131
315,100110110111,27
316,001111101011,162
317,011100101000,30
318,001011111111,176
319,100011001001,12
320,100010110011,19
321,010100101000,43
322,011111011111,191
323,110011101010,54
324,000011111100,76
325,000111101110,277
326,101000111000,47
327,100100111011,14
328,011101100111,29
329,100111110010,105
330,111100111101,31
331,111111111111,392
332,110111101000,112
333,011011110111,82
334,111111111110,221
335,011110101110,31
336,110111111111,274
337,000001101110,43
338,001101101110,51
339,101011110000,78
340,000111000110,25
341,111011111110,112
342,110101111100,103
343,100001101000,34
344,110101110011,81
345,000100111111,32
346,111000111101,22
347,101110000100,23
348,011011001111,89
349,001101111000,86
350,000111011001,58
351,010111110000,86
352,011101011010,47
353,000111100011,40
354,110111011101,74
355,010101101111,158
356,011111010010,33
357,100101000001,16
358,111111100100,82
359,001011110111,54
360,000000101101,14
361,011101101111,102
362,011011110011,57
363,110111110111,152
364,110101110110,105
365,101011111110,102
366,011001111000,47
367,000111101011,255
368,110111101110,114
369,110110100001,26
370,010100110011,20
371,010001010011,18
372,110001101110,37
373,010111010111,68
374,011001011010,20
375,010100001010,15
376,111000110001,12
